iter	F1	Logloss
148	0.6821491832	0.541095073
149	0.6824085006	0.5407171965
150	0.6824177988	0.5403611894
151	0.6825521859	0.5401793713
152	0.6830708661	0.539940998
153	0.6835791544	0.5397601693
154	0.6835791544	0.5396467671
155	0.6835891381	0.5393234232
156	0.6837136113	0.5392056505
157	0.683972468	0.5389917404
158	0.6842415896	0.538691173
159	0.6838481212	0.5383959112
160	0.6838481212	0.538252296
161	0.6837136113	0.5380553418
162	0.6838379866	0.5378442914
163	0.6846244593	0.5376564437
164	0.6851415094	0.5374454679
165	0.6850068776	0.5372382539
166	0.6844898762	0.537072965
167	0.6850068776	0.5367973299
168	0.6851415094	0.5366716438
169	0.6860510806	0.5364021141
170	0.6860510806	0.536307649
171	0.6864323581	0.5360082133
172	0.6867020232	0.5357615729
173	0.6861629048	0.5355104423
174	0.6861629048	0.5353434621
175	0.6861743912	0.535179029
176	0.6866902238	0.5349905375
177	0.6866902238	0.5346034311
178	0.6874509804	0.5344593416
179	0.6874509804	0.534232078
180	0.6873162125	0.5340570335
181	0.6870828426	0.533880838
182	0.6875981162	0.5337428237
183	0.6869479882	0.533576511
184	0.6873283641	0.5334822576
185	0.6868131868	0.5332148012
186	0.6873283641	0.5330403249
187	0.6875858011	0.5329307052
188	0.6879655037	0.5328027706
189	0.6882226141	0.5326208974
190	0.6882099491	0.5324656987
191	0.688627451	0.5323063923
192	0.689250049	0.5321550105
193	0.6899118511	0.5320428428
194	0.6893850372	0.53192392
195	0.6902758756	0.5317358901
196	0.6895066562	0.5316197667
197	0.6898709425	0.5314624541
198	0.6906671884	0.5313199139
199	0.6906390463	0.5312026613
200	0.6914207543	0.5309810611
201	0.69140625	0.5308053556
202	0.69140625	0.5305410427
203	0.6910299003	0.5303608326
204	0.6912856585	0.5302443665
205	0.6916764361	0.5301154989
206	0.6921875	0.5299815334
207	0.6923227193	0.5298361333
208	0.6924428822	0.5296665068
209	0.6930886373	0.5295707115
210	0.692833431	0.5294130352
211	0.6934791097	0.5292633418
212	0.6930886373	0.5291375367
213	0.6933437439	0.5290765016
214	0.6930886373	0.5288672735
215	0.693989071	0.5286564362
216	0.6941084666	0.5285113659
217	0.6942439024	0.5283978067
218	0.6944986344	0.5282582528
219	0.6956521739	0.5281014229
220	0.696143358	0.5278956462
221	0.6958893435	0.5277305404
222	0.6961261437	0.5275603308
223	0.6957537982	0.5274177497
224	0.6956183057	0.5272658461
225	0.6958893435	0.52710275
226	0.6958893435	0.5269339542
227	0.6965329178	0.5267616983
228	0.6970404984	0.5265894402
229	0.6969048083	0.5263091435
230	0.698326197	0.5262298651
231	0.6984621374	0.5260900353
232	0.6978011286	0.525959464
233	0.6980728051	0.5257893065
234	0.6978011286	0.525667164
235	0.6985608713	0.5255490592
236	0.6980544747	0.5252458823
237	0.698931001	0.5250446279
238	0.6986967516	0.5247493292
239	0.6988326848	0.524647446
240	0.699085781	0.5245551158
241	0.699591678	0.5244371021
242	0.6998638397	0.5242846453
243	0.7002724796	0.5241029419
244	0.7	0.5239587731
245	0.7001166861	0.5238099637
246	0.7001362133	0.5235685201
247	0.7011471904	0.5234724516
248	0.7016520894	0.5232988116
249	0.7012633625	0.5231494732
250	0.7020408163	0.5228298607
251	0.7019043918	0.5226730279
252	0.7024087024	0.5224636564
253	0.7024087024	0.5222990059
254	0.7024087024	0.5220669059
255	0.7025451719	0.521915491
256	0.7022722859	0.5217981653
257	0.7024087024	0.5216569508
258	0.7022722859	0.5215151411
259	0.7026607108	0.5213782286
260	0.7026607108	0.5212163927
261	0.7022722859	0.5210683193
262	0.7025451719	0.5209252247
263	0.7024087024	0.5207390992
264	0.7024087024	0.5204852408
265	0.7026607108	0.5203507015
266	0.7027972028	0.5202151187
267	0.7025242718	0.5200809815
268	0.7026607108	0.5199496526
269	0.7029126214	0.5198047951
270	0.7031644341	0.5196326081
271	0.7034375607	0.5194286227
272	0.7031857032	0.5193225011
273	0.7038043478	0.5191241893
274	0.7036677663	0.5189699376
275	0.703919286	0.5188817272
276	0.703919286	0.5187163592
277	0.704034135	0.5185807326
278	0.704034135	0.5185070028
279	0.7042854373	0.518406304
280	0.705061082	0.5182075537
281	0.7049243893	0.5181002993
282	0.7052896725	0.5179102965
283	0.7050387597	0.5177578405
284	0.7047877496	0.5176322206
285	0.7051754216	0.5175282092
286	0.7049243893	0.517408942
287	0.7045586809	0.5172737051
288	0.7045807453	0.5171057468
289	0.7045807453	0.5169440118
290	0.7045807453	0.5167419337
291	0.7059507657	0.5165588956
292	0.7056998837	0.5164150662
293	0.7058367268	0.5162720892
294	0.7059507657	0.5161548855
295	0.7059507657	0.5159802322
296	0.7062015504	0.5158166059
297	0.7059507657	0.5157115335
298	0.7056998837	0.5156499821
299	0.7051978278	0.515519547
300	0.7054489044	0.5154419016
301	0.7054263566	0.5152713921
302	0.7058139535	0.5151716938
303	0.7059507657	0.5150341723
304	0.7060647161	0.5149098477
305	0.7060876309	0.514694657
306	0.7065891473	0.5145844895
307	0.7063384377	0.5144641177
308	0.7062245492	0.5142254556
309	0.7058595266	0.5141159581
310	0.7064753781	0.5139516203
311	0.7069767442	0.5137717849
312	0.7073406934	0.5136857341
313	0.7068397597	0.5136180436
314	0.7065891473	0.5135187669
315	0.7063384377	0.5133363164
316	0.7065891473	0.5131415281
317	0.7060876309	0.5130532905
318	0.7067494182	0.5128993186
319	0.7075252133	0.5127940098
320	0.7071373157	0.5126871138
321	0.7075014538	0.5125205351
322	0.7082526153	0.5124052377
323	0.708640062	0.5122473171
324	0.7083898469	0.5121114933
325	0.7082526153	0.51202959
326	0.7081395349	0.5119367645
327	0.7082767978	0.5117929037
328	0.7078651685	0.5116363552
329	0.7081395349	0.5114271096
330	0.7078891258	0.5113505821
331	0.7087529047	0.5111800213
332	0.7083656081	0.5110484563
333	0.7095274981	0.510914245
334	0.7095274981	0.5108177447
335	0.7092775518	0.5106943253
336	0.7099147947	0.5106028003
337	0.7104396669	0.5104011026
338	0.7103020914	0.5102909235
339	0.7101898489	0.5101152344
340	0.7104396669	0.5100216433
341	0.7108270385	0.5099331434
342	0.7099399341	0.5097077204
343	0.7099147947	0.5096027245
344	0.7106638281	0.5094779189
345	0.7105263158	0.5093488167
346	0.7107501933	0.5092568894
347	0.7108620023	0.5091286238
348	0.7112485504	0.5090397839
349	0.711136891	0.5089173179
350	0.7107501933	0.5087346128
351	0.7103634957	0.5086674611
352	0.7104754542	0.5085414455
353	0.7103381643	0.5084147122
354	0.7109737249	0.5082839685
355	0.7108620023	0.5081159957
356	0.7107501933	0.507965468
357	0.7115235886	0.5077691468
358	0.7125193199	0.5076300524
359	0.7119953641	0.5074807383
360	0.7123816882	0.5072959027
361	0.7123816882	0.5071436366
362	0.7133757962	0.5069752036
363	0.7133757962	0.5068927885
364	0.7133757962	0.5067636332
365	0.7131274131	0.5066413888
366	0.7132651091	0.5065407185
367	0.713761822	0.5063968234
368	0.713761822	0.5063054409
369	0.713761822	0.5061588203
370	0.7135135135	0.5059864859
371	0.7135135135	0.5058519145
372	0.7133757962	0.5056724757
373	0.713761822	0.5055429436
374	0.713761822	0.5054030459
375	0.7142581516	0.505236021
376	0.7140100347	0.5050989225
377	0.7138996139	0.5049424502
378	0.7150299055	0.5047808358
379	0.715387582	0.5046829932
380	0.715387582	0.5045821942
381	0.7146440286	0.5044116393
382	0.7148919753	0.5042986725
383	0.7152777778	0.5041491874
384	0.7148919753	0.5040661407
385	0.715387582	0.5039753941
386	0.7157732356	0.5038527819
387	0.7155255545	0.5037841658
388	0.715635242	0.5036082564
389	0.7160208213	0.5034777618
390	0.7161302756	0.503314395
391	0.7159922929	0.5031645776
392	0.7158543633	0.503014837
393	0.7156069364	0.5028537075
394	0.7159922929	0.5026957472
395	0.7160731473	0.5025383777
396	0.7159637974	0.5023935431
397	0.7159637974	0.5022933393
398	0.7157164869	0.5021404865
399	0.7159637974	0.5019878051
400	0.7169520877	0.5017961038
401	0.7174749808	0.501566014
402	0.7177217626	0.5013731765
403	0.7180769231	0.5012207447
404	0.7183233993	0.5010866487
405	0.7185697809	0.5009525817
406	0.7189542484	0.5008526369
407	0.7193387159	0.5007017781
408	0.7193387159	0.5005802494
409	0.7198308993	0.5002774031
410	0.7197231834	0.5001750576
411	0.7199692485	0.5000883224
412	0.7199692485	0.5000004244
413	0.7201076509	0.499812969
414	0.7210151894	0.4997186224
415	0.7210151894	0.4996337492
416	0.7210151894	0.4994695753
417	0.720630648	0.4991849854
418	0.7207692308	0.4990358188
419	0.7212610534	0.4987453006
420	0.7208765859	0.4985720182
421	0.7216138329	0.4984360181
422	0.7224889572	0.4982393041
423	0.7224889572	0.4980966893
424	0.7230119093	0.4979405877
425	0.7230443975	0.4977974538
426	0.7225211376	0.4976365475
427	0.7226923077	0.4974837354
428	0.7224466244	0.4973921952
429	0.7235678585	0.4972835035
430	0.723322438	0.497178639
431	0.723322438	0.4970329525
432	0.723322438	0.4968575793
433	0.7235678585	0.4966750231
434	0.7237802536	0.496498446
435	0.7241644257	0.4963115483
436	0.7241644257	0.4961149499
437	0.7241644257	0.4959840764
438	0.7245485978	0.495868613
439	0.7246878002	0.4957570705
440	0.7246878002	0.4956038552
441	0.7252113759	0.4954573265
442	0.7248270561	0.4952779462
443	0.7252113759	0.4950892985
444	0.7255617438	0.4948932307
445	0.7255617438	0.4948052502
446	0.7259458421	0.4946430249
447	0.7258405379	0.49450519
448	0.7258405379	0.4944052087
449	0.7259458421	0.4942425577
450	0.7264694583	0.4941097007
451	0.7263299405	0.4939825488
452	0.7261904762	0.4938311438
453	0.7263299405	0.4937219151
454	0.7265745008	0.4936023142
455	0.7262247839	0.4934540858
456	0.7260852862	0.4933464202
457	0.7267140388	0.4932248377
458	0.7267140388	0.4930835188
459	0.727202918	0.4929455359
460	0.727831094	0.4927400577
461	0.7281105991	0.492595311
462	0.7278663338	0.4924294698
463	0.7281105991	0.4923143541
464	0.7278663338	0.4921369409
465	0.7281105991	0.4918162926
466	0.7283547706	0.4916587964
467	0.7289827255	0.4915224729
468	0.729226636	0.4912994442
469	0.7296104395	0.4911834723
470	0.729226636	0.4910615563
471	0.7291226723	0.4909363631
472	0.7293666027	0.4907525459
473	0.7296104395	0.4906219143
474	0.7302379125	0.4904563829
475	0.7304814886	0.4903448303
476	0.7306216424	0.4901207106
477	0.7310053722	0.4899648703
478	0.7310053722	0.4898383647
479	0.7309021113	0.4896516985
480	0.7309021113	0.489485986
481	0.7311827957	0.4893033548
482	0.7311827957	0.4891768282
483	0.7311827957	0.4890531067
484	0.7311827957	0.4888940168
485	0.7315294569	0.4887682007
486	0.7317728319	0.4886362857
487	0.7318757192	0.4885189267
488	0.7317353787	0.488378507
489	0.7322593019	0.4882240226
490	0.7326428845	0.4880670868
491	0.7326049454	0.4878958571
492	0.7329883075	0.4877456917
493	0.733231123	0.4875745037
494	0.7336144117	0.4874514878
495	0.7333333333	0.4872765117
496	0.7335759433	0.4871336828
497	0.7338184604	0.4870136094
498	0.7339590117	0.4868227393
499	0.7343420801	0.4865554933
500	0.7342014554	0.4864097227
501	0.7342014554	0.4862886084
502	0.7340996169	0.4861278173
503	0.7345844504	0.4859871985
504	0.7346234911	0.4858268036
505	0.7341383937	0.4856968128
506	0.7343809889	0.4855529453
507	0.7342402759	0.485437127
508	0.7346234911	0.4853005006
509	0.7350689127	0.4850039997
510	0.7350689127	0.4849060682
511	0.7354517611	0.484750682
512	0.7358346095	0.4846086456
513	0.7366003063	0.4844508909
514	0.7369831547	0.4843072156
515	0.7364994255	0.4841620577
516	0.7367413364	0.4840322734
517	0.7366404903	0.4838882486
518	0.7366404903	0.4837943224
519	0.7367816092	0.4836908687
520	0.7370235587	0.4835954215
521	0.7370235587	0.4834766564
522	0.7375071798	0.4833225528
523	0.7377488515	0.4831888085
524	0.7375071798	0.4830663323
525	0.7375071798	0.4829356948
526	0.7375071798	0.4827340331
527	0.7376484106	0.4826377521
528	0.7377896955	0.4824904834
529	0.7379310345	0.482365523
530	0.7386559449	0.4822250871
531	0.7388973966	0.4820928005
532	0.7386559449	0.4819562209
533	0.7387973956	0.4818080901
534	0.7387973956	0.4817015907
535	0.7384144006	0.4816189351
536	0.7389389006	0.4814329477
537	0.739321969	0.481252732
538	0.7394636015	0.4811042374
539	0.7396052884	0.4809989729
540	0.7396052884	0.4808823363
541	0.7398467433	0.4807599734
542	0.7400881057	0.480613483
543	0.7401876316	0.4804788348
544	0.7404287902	0.4803326293
545	0.7405705533	0.4801536246
546	0.7405705533	0.4800667269
547	0.7407123707	0.4799280674
548	0.7407123707	0.4797986032
549	0.741194487	0.4795967796
550	0.741194487	0.4794443922
551	0.7412935323	0.4793207239
552	0.7412935323	0.4792154655
553	0.7412935323	0.4791014299
554	0.7410099464	0.4789771149
555	0.7416331995	0.4788472498
556	0.7416331995	0.4786772626
557	0.7421143185	0.4785217942
558	0.7422562141	0.4783971548
559	0.7423547401	0.4782687819
560	0.7427806464	0.4781607607
561	0.7427806464	0.4780468859
562	0.7430210325	0.4778844963
563	0.7435015291	0.4777723514
564	0.7435015291	0.4776152708
565	0.7435015291	0.4774601341
566	0.7439280933	0.477298609
567	0.7439280933	0.4771961308
568	0.7438301129	0.4770457624
569	0.7441148325	0.4768885741
570	0.7439724455	0.4767349857
571	0.7442127415	0.4766307333
572	0.7440703902	0.4764885466
573	0.7442127415	0.4763344397
574	0.7442127415	0.4762414597
575	0.7443551473	0.4761279314
576	0.7445953702	0.4759894981
577	0.7450755403	0.4758673848
578	0.7447378492	0.4757486147
579	0.7453606275	0.4755691129
580	0.7456006121	0.4754245582
581	0.7452180566	0.4751767241
582	0.7456006121	0.4750453186
583	0.745503253	0.474910498
584	0.745503253	0.4748342805
585	0.7460287081	0.4747018524
586	0.7461715161	0.474619335
587	0.7463143787	0.4744141903
588	0.7471770335	0.4742209238
589	0.7475598086	0.4740893107
590	0.7468402911	0.4739398618
591	0.7472232861	0.473791973
592	0.7474631438	0.4736596239
593	0.7473664049	0.4735410662
594	0.748085758	0.4733890972
595	0.7479425837	0.4732779893
596	0.7479425837	0.4731735496
597	0.7476062811	0.4729932227
598	0.7478460655	0.4727741192
599	0.7483722712	0.4726201655
600	0.7488514548	0.4725108099
601	0.7487552662	0.4724045848
602	0.7492343032	0.4722951531
603	0.7487552662	0.472145634
604	0.7493302717	0.4719702361
605	0.7497129736	0.4718426873
606	0.7499521714	0.4717019482
607	0.7504302926	0.4715755003
608	0.7506692161	0.471437135
609	0.7510516252	0.4713151985
610	0.7510516252	0.4711454894
611	0.7506692161	0.4710325969
612	0.7508127749	0.4708897783
613	0.7508127749	0.4708023686
614	0.7507174287	0.4707312832
615	0.7507174287	0.4706147078
616	0.7505738332	0.470459024
617	0.7507174287	0.4703417016
618	0.7507174287	0.4701732974
619	0.7504783773	0.4700663201
620	0.7504783773	0.4699606846
621	0.7508610792	0.4698138324
622	0.7512437811	0.4696870194
623	0.7517214996	0.4695532448
624	0.7521040551	0.4694767092
625	0.7521988528	0.4693515423
626	0.7523427041	0.4691931834
627	0.7524866106	0.4690922396
628	0.7527251865	0.4689778431
629	0.7527251865	0.4688681332
630	0.7527703477	0.4687023866
631	0.7532467532	0.4684578379
632	0.753008596	0.4682415416
633	0.7534848196	0.4679667526
634	0.7534848196	0.4678770726
635	0.7534848196	0.4677746816
636	0.7541547278	0.4676731435
637	0.7551059362	0.4674726648
638	0.7551059362	0.4673570893
639	0.7550124117	0.4671980827
640	0.7550124117	0.4669873763
641	0.7552500955	0.4668324623
642	0.7552500955	0.4666968789
643	0.7557251908	0.4665496484
644	0.7563955708	0.4664189064
645	0.7566329452	0.466330849
646	0.756777396	0.4661869223
647	0.7567258157	0.4660072334
648	0.7564885496	0.4659057491
649	0.7563955708	0.4658139254
650	0.7563955708	0.4656837764
651	0.7557762078	0.4655645326
652	0.75592055	0.4654979943
653	0.7560137457	0.4653404789
654	0.7560137457	0.4652095904
655	0.7561581058	0.4650881525
656	0.7565400038	0.4649615133
657	0.756777396	0.4648376951
658	0.7572519084	0.464719211
659	0.7574890288	0.4646539557
660	0.7578706354	0.464562988
661	0.7581075925	0.4644354279
662	0.7585812357	0.4642489119
663	0.7588706601	0.4641174964
664	0.7584891263	0.4640204794
665	0.7585812357	0.4637539713
666	0.7585812357	0.4636522358
667	0.7588706601	0.4635288935
668	0.7591992374	0.4634336536
669	0.7594357606	0.463323514
670	0.7594357606	0.4631548265
671	0.7594357606	0.4630550656
672	0.7601447895	0.4629790165
673	0.7599085366	0.4628510685
674	0.7601447895	0.4627056277
675	0.76	0.4625909923
676	0.7596190476	0.4624777457
677	0.7603809524	0.4623190117
678	0.7605258144	0.4622100612
679	0.7606170253	0.4621018124
680	0.7609979052	0.461907327
681	0.7606707317	0.4617234932
682	0.7619047619	0.4616468208
683	0.7615238095	0.4615604152
684	0.761378785	0.4614172707
685	0.7619954303	0.4613262435
686	0.7619954303	0.4612190758
687	0.7627570449	0.461055162
688	0.7629925757	0.4609438322
689	0.7633733105	0.4608364685
690	0.7638439581	0.4606885496
691	0.7643700038	0.4605690254
692	0.7645492583	0.4604640731
693	0.7645492583	0.4603827839
694	0.7645492583	0.46025303
695	0.7645492583	0.4601415927
696	0.7645492583	0.4600442554
697	0.7644038791	0.4598921762
698	0.7646387833	0.4597971099
699	0.764929631	0.4596628528
700	0.7651644799	0.4594501987
701	0.7651644799	0.4593539117
702	0.7651644799	0.4592144685
703	0.7650751379	0.459081595
704	0.7650751379	0.458950999
705	0.7652207002	0.4587917504
706	0.7652207002	0.458679138
707	0.7653663178	0.4585632779
708	0.7653663178	0.4584741474
709	0.7660707493	0.4583227907
710	0.7662164733	0.4581923858
711	0.7662164733	0.4580209577
712	0.7662164733	0.4579436231
713	0.7666856817	0.4578277274
714	0.7669201521	0.4576797635
715	0.7669201521	0.4575778732
716	0.7671545334	0.4574494407
717	0.7676230287	0.4573359536
718	0.7677689092	0.4572124126
719	0.7681489928	0.4570543873
720	0.7682370821	0.4569011507
721	0.7681489928	0.4567819675
722	0.7680030401	0.4566721609
723	0.7681489928	0.4565690975
724	0.7681489928	0.4564640097
725	0.7685290764	0.4563348415
726	0.7681489928	0.4561962078
727	0.7686751568	0.4560946164
728	0.7692307692	0.4559319872
729	0.7689969605	0.4558202701
730	0.7697568389	0.4556555848
731	0.7692892436	0.4555403342
732	0.7692892436	0.4554421814
733	0.7693477847	0.4553135094
734	0.7689674843	0.4551380527
735	0.7688212928	0.4549787214
736	0.769581749	0.4547968487
737	0.7693477847	0.4546487279
738	0.7691137315	0.4545616157
739	0.7698156244	0.4543505772
740	0.7700494109	0.4542606477
741	0.7705167173	0.4541779648
742	0.7702831085	0.4540355987
743	0.7706038739	0.4539151452
744	0.7709836688	0.4538298093
745	0.7711301045	0.4536500835
746	0.7709836688	0.4535118388
747	0.7711301045	0.4534297799
748	0.7718299165	0.4532083979
749	0.7721230536	0.4531002829
750	0.7722095672	0.4529811642
751	0.77235618	0.4528599462
752	0.7722697056	0.4526672804
753	0.7722697056	0.4525969325
754	0.7722697056	0.4525167394
755	0.7722697056	0.4524340573
756	0.7721831655	0.4523354314
757	0.7721831655	0.4522786085
758	0.7724164134	0.4521263209
759	0.7724164134	0.4520606258
760	0.7724164134	0.4519566381
761	0.7730294397	0.4517697092
762	0.7730294397	0.4516065189
763	0.7732624383	0.4515361273
764	0.7732624383	0.4514377811
765	0.773556231	0.4513385009
766	0.7736422332	0.451240252
767	0.7741078208	0.4511184715
768	0.7739609034	0.4509655139
769	0.7737281701	0.4508725461
770	0.7737032111	0.4507687987
771	0.7740220281	0.4506052429
772	0.7738502471	0.4505004976
773	0.7745489079	0.4503656026
774	0.7749287749	0.4502935018
775	0.7749287749	0.4502071602
776	0.7747816179	0.4501395696
777	0.7750142396	0.4500391089
778	0.7750142396	0.4499409029
779	0.7753939624	0.4498032647
780	0.7751614128	0.449669081
781	0.7751614128	0.4495713242
782	0.7751614128	0.4494451378
783	0.7751614128	0.4492895652
784	0.7753939624	0.4492014096
785	0.775308642	0.4491008649
786	0.7753939624	0.4489529929
787	0.7750142396	0.4488661536
788	0.7756264237	0.4487585841
789	0.7760910816	0.4486545878
790	0.7761760243	0.4485161389
791	0.7761760243	0.4483794389
792	0.7766401214	0.4483033093
793	0.7773771114	0.4481298876
794	0.7769975327	0.4480065117
795	0.7771450266	0.4479015712
796	0.7771450266	0.447781447
797	0.7772079772	0.447630416
798	0.7772925764	0.4474433829
799	0.7766805925	0.4473070778
800	0.7775246773	0.4471305795
801	0.7778199772	0.4470552372
802	0.7776722992	0.4468419345
803	0.7782204515	0.4467128001
804	0.7782204515	0.4466040486
805	0.7785998862	0.4464654968
806	0.7785998862	0.4463880343
807	0.7785158474	0.4462609841
808	0.7785158474	0.4461494492
809	0.7787476281	0.4460198692
810	0.7789793208	0.4458754985
811	0.7791271347	0.445770808
812	0.7789793208	0.4456599943
813	0.7789793208	0.445580778
814	0.7790631519	0.4454538883
815	0.778831563	0.4453524759
816	0.7787677725	0.4452381283
817	0.7787677725	0.4451419505
818	0.7791469194	0.4449412594
819	0.7789154342	0.4448289715
820	0.7799052133	0.4447005479
821	0.779294653	0.4445835395
822	0.7796738718	0.4445060094
823	0.7799052133	0.4443973408
824	0.7799052133	0.444261254
825	0.780136467	0.4441663092
826	0.7803676331	0.4441036196
827	0.7803676331	0.4439864201
828	0.7808297026	0.4438935256
829	0.7808297026	0.4438183323
830	0.7808297026	0.4437445995
831	0.7810606061	0.4435999613
832	0.7812914221	0.4434860578
833	0.7812914221	0.4434057263
834	0.7812914221	0.4433202598
835	0.7812085622	0.443202187
836	0.7810606061	0.443102263
837	0.7812914221	0.4429989734
838	0.7812914221	0.4428854657
839	0.781752792	0.4427662914
840	0.781752792	0.4426831647
841	0.7815221507	0.4425555623
842	0.7815221507	0.4424689295
843	0.7812914221	0.4423464407
844	0.7815221507	0.4422393525
845	0.7814393939	0.4421320121
846	0.7815874219	0.4420316486
847	0.7817355059	0.4419606011
848	0.781883646	0.441882249
849	0.7822626492	0.4417725347
850	0.7822626492	0.4416602839
851	0.7821144373	0.4415578701
852	0.7819662815	0.4414514091
853	0.7819662815	0.4412721912
854	0.7823451411	0.4411375679
855	0.7823451411	0.4410612222
856	0.7825757576	0.4409284541
857	0.7824275705	0.440820042
858	0.7824275705	0.4407217197
859	0.7828885103	0.4406095138
860	0.7822794396	0.4405095999
861	0.7823451411	0.4403512129
862	0.7823451411	0.4402556178
863	0.7828062867	0.4401683483
864	0.7828062867	0.4400844533
865	0.7830367285	0.4399927991
866	0.7827403482	0.4399185446
867	0.7832009081	0.439847257
868	0.7832009081	0.4397494972
869	0.7832009081	0.4396377447
870	0.7835129514	0.4395563991
871	0.784269238	0.4393828096
872	0.784269238	0.4392591953
873	0.7844175492	0.4391275548
874	0.7846473814	0.4389805859
875	0.7844175492	0.4388586446
876	0.7844175492	0.4387089982
877	0.7852551985	0.4386261816
878	0.7851067851	0.4384552533
879	0.7855658417	0.4383553795
880	0.7858627859	0.4382414547
881	0.7861730261	0.4380381171
882	0.7864701436	0.4379429917
