iter	F1	Logloss
66	0.8312788906	0.3630866779
67	0.8311888435	0.3628147716
68	0.8310987826	0.3624346626
69	0.8310987826	0.3621709623
70	0.8310987826	0.3618517956
71	0.830918619	0.3613000851
72	0.8312788906	0.3606286241
73	0.8318188819	0.3599678301
74	0.831728918	0.3597652646
75	0.831728918	0.3595893291
76	0.831728918	0.3593322572
77	0.8316389402	0.3591652712
78	0.8315489486	0.3590522368
79	0.8314589432	0.3588455659
80	0.8314589432	0.3586422539
81	0.8313689238	0.3584201472
82	0.8314589432	0.3581930981
83	0.8316389402	0.35758727
84	0.8316389402	0.3573284638
85	0.8313689238	0.3571558985
86	0.8313689238	0.3569805446
87	0.8313689238	0.3568063951
88	0.8313689238	0.3565740631
89	0.8315489486	0.3564070813
90	0.8315489486	0.356170391
91	0.8314589432	0.3560304646
92	0.8315489486	0.3557169143
93	0.8316389402	0.3554820952
94	0.8316389402	0.3553285677
95	0.831728918	0.3551661821
96	0.8316389402	0.3550497255
97	0.8316389402	0.3548842243
98	0.8316389402	0.3547415072
99	0.8318188819	0.3541496984
100	0.8316389402	0.3540320345
101	0.8318188819	0.3539037663
102	0.831728918	0.3535373118
103	0.8319987681	0.3532778932
104	0.8319088319	0.3531550241
105	0.8319088319	0.3528174422
106	0.8319088319	0.352687355
107	0.8319088319	0.3524685562
108	0.8319088319	0.3523270489
109	0.8319088319	0.3521835808
110	0.8328973688	0.3517464065
111	0.8328973688	0.3516096176
112	0.8328973688	0.351478954
113	0.8328973688	0.3512821283
114	0.8328973688	0.3511519465
115	0.8327177593	0.3510217694
116	0.8327177593	0.3508729997
117	0.8327177593	0.3507602933
118	0.8326279338	0.3506705123
119	0.8326279338	0.350545648
120	0.8326279338	0.3503563155
121	0.8325380945	0.3501769388
122	0.8326279338	0.350007184
123	0.8326279338	0.3498718145
124	0.8327177593	0.3497409379
125	0.8326279338	0.3496211048
126	0.8326279338	0.3494643763
127	0.8326279338	0.3492448509
128	0.8326279338	0.3491476347
129	0.8326279338	0.3489837829
130	0.8326279338	0.3487664662
131	0.8327177593	0.3486341316
132	0.8327177593	0.34854751
133	0.8327177593	0.3484426567
134	0.832807571	0.3482984618
135	0.832807571	0.3479344996
136	0.832807571	0.3477221748
137	0.8327177593	0.3473903304
138	0.8327177593	0.3472492551
139	0.832807571	0.3471564459
140	0.832807571	0.3470688003
141	0.8327177593	0.3469656075
142	0.832807571	0.3468242929
143	0.832807571	0.3467144867
144	0.8327177593	0.3465688723
145	0.8326279338	0.3464260103
146	0.8326279338	0.3463030706
147	0.8326279338	0.3461855481
148	0.8327177593	0.3460509432
149	0.8329871529	0.345898683
150	0.8330769231	0.3458141778
151	0.8330769231	0.3457065283
152	0.8330769231	0.3455377444
153	0.8330769231	0.3452120706
154	0.8330769231	0.3451276794
155	0.8331666795	0.3449185793
156	0.8331666795	0.3447609174
157	0.8330769231	0.3444808768
158	0.8331666795	0.3443914395
159	0.8331666795	0.3443366011
160	0.8331666795	0.3442000424
161	0.8331666795	0.3440622587
162	0.8331666795	0.3438923674
163	0.8332564221	0.3437879103
164	0.8331666795	0.343664675
165	0.8332564221	0.3435623531
166	0.8332564221	0.3434848648
167	0.8332564221	0.3433804774
168	0.8332564221	0.3432989576
169	0.8332564221	0.3431370261
170	0.8332564221	0.342971676
171	0.8332564221	0.3428339089
172	0.8332564221	0.3427291733
173	0.8335255671	0.3424828396
174	0.8334358659	0.3424335513
175	0.8334358659	0.3423244234
176	0.8334358659	0.3421594055
177	0.8334358659	0.3420153833
178	0.8335255671	0.3418775448
179	0.8334358659	0.3417238971
180	0.8333461509	0.3416180645
181	0.8333461509	0.3414670917
182	0.8334358659	0.3413366553
183	0.8334358659	0.3412313521
184	0.8334358659	0.3411458576
185	0.8333461509	0.3410378301
186	0.8333461509	0.3409127157
187	0.8333461509	0.3408149712
188	0.8333461509	0.3407356746
189	0.8333461509	0.3406293536
190	0.8333461509	0.3405157676
191	0.8333461509	0.340424646
192	0.8334358659	0.3400759746
193	0.8334358659	0.3400123984
194	0.8334358659	0.3399162046
195	0.8334358659	0.3398347406
196	0.8334358659	0.3396643705
197	0.8334358659	0.3395451979
198	0.8334358659	0.3394435823
199	0.8334358659	0.3393483784
200	0.8334358659	0.3391855561
201	0.8335255671	0.3390460902
202	0.8335255671	0.3389476157
203	0.8336152545	0.3388114533
204	0.8336152545	0.3386800224
205	0.8336152545	0.3385685185
206	0.8336152545	0.3381232954
207	0.8336152545	0.33800387
208	0.8336152545	0.3378930928
209	0.8336152545	0.337810808
210	0.8336152545	0.3377181428
211	0.8336152545	0.3374187391
212	0.8336152545	0.3373210935
213	0.8336152545	0.3372221914
214	0.8336152545	0.3371131815
215	0.8337049281	0.3370385721
216	0.8337049281	0.3369839328
217	0.8337049281	0.336853751
218	0.8337049281	0.3367512294
219	0.8337049281	0.3366881329
220	0.8337049281	0.3363190625
221	0.8337049281	0.3361910134
222	0.8337945879	0.3361320466
223	0.8337945879	0.3360455355
224	0.8337945879	0.3359267483
225	0.8337945879	0.3357898862
226	0.8337945879	0.3356981684
227	0.8337945879	0.3356391795
228	0.833884234	0.3355202805
229	0.833884234	0.3354314226
230	0.833884234	0.3352906525
231	0.833884234	0.3352446885
232	0.833884234	0.3351273218
233	0.833884234	0.3350682887
234	0.833884234	0.3348781136
235	0.833884234	0.3347491774
236	0.833884234	0.3345896404
237	0.833884234	0.334516143
238	0.8339738663	0.3343893848
239	0.8339738663	0.3343051454
240	0.8339738663	0.334225561
241	0.833884234	0.3341029884
242	0.833884234	0.3339681965
243	0.8339738663	0.3338816018
244	0.833884234	0.3337898388
245	0.833884234	0.3336677781
246	0.833884234	0.3334874396
247	0.833884234	0.3333844846
248	0.833884234	0.3332302515
249	0.833884234	0.3331276697
250	0.833884234	0.3330179975
251	0.833884234	0.3328962925
252	0.833884234	0.3327746418
253	0.833884234	0.3326296051
254	0.833884234	0.3324919574
255	0.833884234	0.3323911909
256	0.833884234	0.3322882731
257	0.833884234	0.3322076435
258	0.833884234	0.3320806161
259	0.833884234	0.331990706
260	0.833884234	0.3318573679
261	0.833884234	0.3317871776
262	0.833884234	0.3316682677
263	0.833884234	0.3315905825
264	0.833884234	0.3314789728
265	0.8339738663	0.3313658791
266	0.833884234	0.3312651412
267	0.8339738663	0.3311291772
268	0.8339738663	0.3310243466
269	0.8339738663	0.3309588858
270	0.8339738663	0.3308223856
271	0.8339738663	0.3307415699
272	0.8340634847	0.3306199206
273	0.8340634847	0.3305245085
274	0.8341530895	0.3304106208
275	0.8341530895	0.3303257409
276	0.8341530895	0.3301599935
277	0.8341530895	0.3300200585
278	0.8342426804	0.3298822993
279	0.8342426804	0.3298076848
280	0.8342426804	0.329640747
281	0.8342426804	0.3295438008
282	0.8342426804	0.3294315914
283	0.8343322576	0.3293276445
284	0.834421821	0.3292322509
285	0.834421821	0.3291114298
286	0.834421821	0.3290169784
287	0.834779937	0.3288204426
288	0.834779937	0.3287210598
289	0.834779937	0.3285566739
290	0.834779937	0.3284478909
291	0.834779937	0.3283009997
292	0.8346904286	0.3282374492
293	0.8346904286	0.3281646033
294	0.834779937	0.3280323968
295	0.834779937	0.327933923
296	0.834779937	0.3278181901
297	0.8348694316	0.3274352955
298	0.8348694316	0.3272718618
299	0.8348694316	0.3272061253
300	0.8348694316	0.3270892769
301	0.8348694316	0.3269711731
302	0.834779937	0.3269039721
303	0.834779937	0.3268243368
304	0.834779937	0.3267414073
305	0.834779937	0.3266596903
306	0.834779937	0.3265245299
307	0.834779937	0.3264182465
308	0.834779937	0.3263026975
309	0.8348694316	0.3260512144
310	0.8348694316	0.3259606359
311	0.8348694316	0.325870531
312	0.8350483797	0.3257602109
313	0.8353166987	0.3256528841
314	0.8353166987	0.3255402579
315	0.8354061109	0.3253078329
316	0.8354061109	0.325202187
317	0.8354061109	0.325092703
318	0.8354061109	0.3249817542
319	0.8354061109	0.3248668495
320	0.8354955093	0.324738601
321	0.8354955093	0.3246274369
322	0.8355848941	0.3245439479
323	0.8356742651	0.3244593876
324	0.8356742651	0.324320811
325	0.8357636224	0.3242585362
326	0.8357636224	0.3241634317
327	0.835852966	0.3240813824
328	0.835852966	0.3239323004
329	0.835852966	0.3238297899
330	0.835852966	0.3237104786
331	0.835852966	0.3235496959
332	0.835852966	0.3234009655
333	0.8359422959	0.3231524582
334	0.8361209145	0.3228837985
335	0.8361209145	0.3227412824
336	0.8361209145	0.3226742952
337	0.8362102033	0.3225690046
338	0.8362102033	0.3224468674
339	0.8362994784	0.3223552195
340	0.8362102033	0.3222615958
341	0.8362102033	0.3221497655
342	0.8363887397	0.3220572538
343	0.8364779874	0.3219819296
344	0.8364779874	0.3219073282
345	0.8364779874	0.3218186694
346	0.8364779874	0.3217225046
347	0.8364779874	0.3214310884
348	0.8364779874	0.3213208497
349	0.8364779874	0.3210722552
350	0.8364779874	0.320961815
351	0.8364779874	0.3208400754
352	0.8364779874	0.3207310296
353	0.8364779874	0.3206424869
354	0.8364779874	0.3205580534
355	0.8364779874	0.3204468756
356	0.8364779874	0.3202879664
357	0.8364779874	0.3201903821
358	0.8364779874	0.3201077554
359	0.8364779874	0.3199983165
360	0.8364779874	0.3198480795
361	0.8364779874	0.3197232571
362	0.8365672214	0.3196032338
363	0.8364779874	0.3195213791
364	0.8367456483	0.3194191287
365	0.8367456483	0.319312064
366	0.8367456483	0.3191908533
367	0.8367456483	0.3190949157
368	0.8367456483	0.3189651827
369	0.8367456483	0.3188627605
370	0.8367456483	0.3187538225
371	0.8368348413	0.3186900637
372	0.8369240205	0.318570205
373	0.8368348413	0.318454062
374	0.8367456483	0.3183282956
375	0.8367456483	0.3182433814
376	0.8368348413	0.3181743443
377	0.8368348413	0.3181056117
378	0.8368348413	0.3180219449
379	0.8368348413	0.3179442219
380	0.8369240205	0.317838186
381	0.8370131861	0.3177239302
382	0.8371023381	0.3176224416
383	0.8371023381	0.3173030944
384	0.8371023381	0.317165936
385	0.8371023381	0.3170462346
386	0.8371914763	0.3169527153
387	0.8372806009	0.3168735973
388	0.8372806009	0.3167709758
389	0.8372806009	0.3166078511
390	0.8374588091	0.3165140142
391	0.8376369627	0.3164571086
392	0.8376369627	0.3163914836
393	0.8376369627	0.3162826155
394	0.8376369627	0.3161779167
395	0.8376369627	0.3160718878
396	0.8379040907	0.3159364699
397	0.8378150617	0.315842542
398	0.8378150617	0.3157249173
399	0.8378150617	0.3156324412
400	0.8378150617	0.3155475627
401	0.8378150617	0.3154646753
402	0.8378150617	0.3153907368
403	0.8378150617	0.315299679
404	0.8379040907	0.3150866468
405	0.8379040907	0.314988883
406	0.8379931061	0.3148993686
407	0.8379931061	0.3147830426
408	0.8379931061	0.3146826732
409	0.8379931061	0.3145498854
410	0.8379931061	0.3144606092
411	0.8380821078	0.314371045
412	0.8380821078	0.3142683425
413	0.838171096	0.3141674142
414	0.838171096	0.314068023
415	0.8382600705	0.3139348903
416	0.838171096	0.3138126895
417	0.838171096	0.3137332715
418	0.838171096	0.3136106597
419	0.838171096	0.3133849695
420	0.838171096	0.31327242
421	0.838171096	0.3132007804
422	0.838171096	0.3131192881
423	0.838171096	0.3130359255
424	0.838171096	0.3129191071
425	0.838171096	0.3128403167
426	0.838171096	0.3127340405
427	0.8383490313	0.3126062096
428	0.8383490313	0.3125046758
429	0.8384379786	0.312437222
430	0.8384379786	0.3123347666
431	0.8384379786	0.3122726387
432	0.8385269122	0.3121800946
433	0.8386158322	0.312092734
434	0.8386158322	0.3120263518
435	0.8386158322	0.3119384413
436	0.8386158322	0.3118425252
437	0.8386158322	0.3117045143
438	0.8386158322	0.311600951
439	0.8386158322	0.3114981026
440	0.8386158322	0.3113985558
441	0.8386158322	0.3112631824
442	0.8387047386	0.3111685036
443	0.8387047386	0.3111005967
444	0.8387936314	0.3110149899
445	0.8387047386	0.3108925402
446	0.8387047386	0.3108290934
447	0.8387936314	0.3107469874
448	0.8387936314	0.310664929
449	0.8387936314	0.3105610793
450	0.8387936314	0.3104902409
451	0.8390602281	0.3104217379
452	0.8390602281	0.3103342431
453	0.8390602281	0.3102733842
454	0.8391490664	0.3102205632
455	0.8392378912	0.3101267752
456	0.8394155	0.3100344068
457	0.8394155	0.3098900769
458	0.839504284	0.3097573026
459	0.8395930544	0.3096654576
460	0.839504284	0.309599095
461	0.8394155	0.3095346007
462	0.839504284	0.3094460579
463	0.8396818112	0.3093324279
464	0.8397705545	0.3092410131
465	0.8397705545	0.3091495021
466	0.8396818112	0.3090281071
467	0.8398592842	0.3089034959
468	0.8398592842	0.3087659551
469	0.8398592842	0.3086929225
470	0.8399480003	0.3085894423
471	0.8399480003	0.3084516748
472	0.8399480003	0.3082298356
473	0.8401253918	0.3081449853
474	0.8402140673	0.3080140776
475	0.8402140673	0.3079125001
476	0.8403027291	0.3078212677
477	0.8403027291	0.3077257684
478	0.8404800122	0.3076448523
479	0.8404800122	0.3075615168
480	0.8404800122	0.3075040254
481	0.8404800122	0.3074132648
482	0.8404800122	0.3073497662
483	0.8404800122	0.3072747179
484	0.8403913775	0.307170424
485	0.8406572411	0.307085191
486	0.8405686334	0.3069810605
487	0.8405686334	0.3068987493
488	0.8407458352	0.306825902
489	0.8408344158	0.3067507274
490	0.8407458352	0.3066582317
491	0.8408344158	0.3065843739
492	0.8408344158	0.3064541651
493	0.8409229829	0.3063603295
494	0.8407458352	0.3062056841
495	0.8409229829	0.3061194558
496	0.8409229829	0.3060487549
497	0.8408344158	0.3059835845
498	0.8408344158	0.3058939827
499	0.8408344158	0.3057959494
500	0.8409229829	0.3057090811
501	0.8409229829	0.3056153509
502	0.8410115364	0.3055046683
503	0.8411000764	0.3054032029
504	0.8411886029	0.3052765738
505	0.8412771158	0.3051670255
506	0.8412771158	0.3050560381
507	0.8412771158	0.3049397611
508	0.8413656152	0.3048605476
509	0.8414541011	0.3047583834
510	0.8415425735	0.3046636453
511	0.8415425735	0.3045847067
512	0.8414541011	0.3045135982
513	0.8414541011	0.3044458237
514	0.8414541011	0.3043463437
515	0.8415425735	0.3042558331
516	0.8416310324	0.3041433896
517	0.8416310324	0.3040597297
518	0.8416310324	0.3039731228
519	0.841896328	0.303870494
520	0.841896328	0.3037850581
521	0.841896328	0.3037222141
522	0.841896328	0.3036300875
523	0.841896328	0.303570131
524	0.841896328	0.3034803383
525	0.8419847328	0.303383454
526	0.8419847328	0.3033255919
527	0.8419847328	0.3032752748
528	0.8420731242	0.3032021715
529	0.8420731242	0.3031220087
530	0.8421615021	0.3030174701
531	0.8422498664	0.3027795642
532	0.8422498664	0.3027014056
533	0.8422498664	0.3026170126
534	0.8422498664	0.3024993676
535	0.8422498664	0.3024273473
536	0.8423382173	0.3023118836
537	0.8424265548	0.3022289671
538	0.8425148787	0.3021658133
539	0.8425148787	0.3021038207
540	0.8425148787	0.3020359595
541	0.8426031891	0.301956221
542	0.8425148787	0.3018706404
543	0.8424265548	0.3017506354
544	0.8425148787	0.3016868793
545	0.8425148787	0.3015777565
546	0.8426914861	0.3014686028
547	0.8426914861	0.3014042731
548	0.8426914861	0.3012891353
549	0.8428680397	0.3012080826
550	0.8428680397	0.3011208522
551	0.8429562962	0.3009857416
552	0.8429562962	0.3008806837
553	0.8430445394	0.3007934349
554	0.8430445394	0.300672042
555	0.8429562962	0.3006171556
556	0.8430445394	0.3005259071
557	0.8430445394	0.30045922
558	0.8430445394	0.3003767877
559	0.8430445394	0.3002658854
560	0.843132769	0.3000939369
561	0.8430445394	0.3000257056
562	0.843132769	0.2999572415
563	0.843309188	0.2998507234
564	0.8433973772	0.299791679
565	0.8433973772	0.2997215488
566	0.8434855531	0.2996591184
567	0.8434855531	0.2996072485
568	0.8433973772	0.2994816802
569	0.8432209852	0.2993773947
570	0.843309188	0.2993081236
571	0.8433973772	0.2992044268
572	0.8434855531	0.2991105492
573	0.8435737155	0.299035822
574	0.8435737155	0.298967877
575	0.8435737155	0.2988890426
576	0.8435737155	0.2988135503
577	0.8435737155	0.2987062722
578	0.8436618645	0.2986294248
579	0.8435737155	0.2985166266
580	0.84375	0.2984453689
581	0.84375	0.2983385288
582	0.8438381221	0.2982503419
583	0.8438381221	0.2981586925
584	0.8438381221	0.2980738907
585	0.8438381221	0.297975066
586	0.8438381221	0.2977665648
587	0.8438381221	0.2976786123
588	0.8438381221	0.2976103656
589	0.8438381221	0.29748388
590	0.8438381221	0.2974129156
591	0.8438381221	0.2973301064
592	0.8439262308	0.2972142721
593	0.8441024078	0.2971509983
594	0.8441024078	0.2970814251
595	0.8441024078	0.2970119199
596	0.8441024078	0.2969078362
597	0.844014326	0.2967174978
598	0.8441024078	0.2966186681
599	0.8442785312	0.2965080328
600	0.8442785312	0.2964366591
601	0.8443665727	0.2963305809
602	0.8442785312	0.2962239448
603	0.8443665727	0.296161849
604	0.8443665727	0.2960495234
605	0.8443665727	0.2959798425
606	0.8444546009	0.295912772
607	0.8444546009	0.2958204688
608	0.8444546009	0.2957552388
609	0.8446306169	0.2956420211
610	0.8446306169	0.2955700817
611	0.8446306169	0.2955061202
612	0.8448065793	0.2954026319
613	0.8448065793	0.2953394519
614	0.8449824882	0.2952167912
615	0.8450704225	0.2951526363
616	0.8449824882	0.2950932122
617	0.8449824882	0.2950311375
618	0.8449824882	0.2949698108
619	0.8449824882	0.2949094594
620	0.8450704225	0.2948428871
621	0.8449824882	0.2947318071
622	0.8451583435	0.2946032882
623	0.845246251	0.2944987297
624	0.8451583435	0.29444268
625	0.8451583435	0.2943426847
626	0.8451583435	0.2942710147
627	0.8451583435	0.2941627229
628	0.8453341452	0.2940782578
629	0.845422026	0.2940131888
630	0.845422026	0.2939168353
631	0.845422026	0.2938412319
632	0.845422026	0.2937462355
633	0.8456855882	0.2936624895
634	0.8456855882	0.2935559372
635	0.8456855882	0.2934863785
636	0.8456855882	0.2934237048
637	0.8456855882	0.2933744498
638	0.8456855882	0.2932783593
639	0.8457734155	0.2932148859
640	0.8457734155	0.2931578494
641	0.8457734155	0.2930766764
642	0.84594903	0.2930125744
643	0.84594903	0.2929512476
644	0.8460368173	0.292792826
645	0.8463878327	0.2927035406
646	0.8463878327	0.2926171959
647	0.8462123517	0.2925259808
648	0.8463000989	0.2924321857
649	0.8462123517	0.2923586132
650	0.8461245912	0.2922672183
651	0.8461245912	0.2921838295
652	0.8461245912	0.2920379447
653	0.8461245912	0.2919827254
654	0.8463000989	0.2919211743
655	0.8465632603	0.2918787254
656	0.8463878327	0.2917718415
657	0.8466509542	0.2917010403
658	0.8467386346	0.2916346544
659	0.8467386346	0.2915380944
660	0.8469139556	0.2914476745
661	0.8469139556	0.2913948346
662	0.8468263018	0.2913058661
663	0.8468263018	0.2912637338
664	0.8469139556	0.2912241694
665	0.8470015961	0.2911414548
666	0.8470892233	0.2910616984
667	0.8471768371	0.2909637638
668	0.8470892233	0.290862673
669	0.8470892233	0.2907810871
670	0.8471768371	0.2907054451
671	0.8469139556	0.2906117494
672	0.8470892233	0.2905159975
673	0.8470892233	0.2904347994
674	0.8470892233	0.2902435361
675	0.8470892233	0.2901364674
676	0.8470892233	0.29007731
677	0.8470015961	0.2900137802
678	0.8472644377	0.2898801963
679	0.8474395988	0.2897756543
680	0.8473520249	0.2896956078
681	0.8475271595	0.2896321615
682	0.8473520249	0.2895647901
683	0.8473520249	0.2894836929
684	0.8473520249	0.2894160988
685	0.8475271595	0.289320322
686	0.8474395988	0.2892546908
687	0.8474395988	0.2891973933
688	0.8477897615	0.2891193648
689	0.8477897615	0.2890052185
690	0.8478772689	0.2889450397
691	0.8482271657	0.2888498838
692	0.8484020345	0.2887615941
693	0.8484020345	0.2886680399
694	0.8484894489	0.2886144757
695	0.8484894489	0.2884480816
696	0.8482271657	0.288389323
697	0.8485768501	0.2883168366
698	0.8484894489	0.2882193992
699	0.8484020345	0.2881459023
700	0.8483146067	0.2880896775
701	0.8482271657	0.2880076343
702	0.8483146067	0.2879105118
703	0.8482271657	0.2878489554
704	0.8482271657	0.2877751292
705	0.8481397115	0.2876762396
706	0.8485768501	0.2876204126
707	0.8484894489	0.2875229209
708	0.8485768501	0.2874356804
709	0.8485768501	0.2873833093
710	0.8487516127	0.2872999834
711	0.848838974	0.287202534
712	0.848664238	0.287142753
713	0.848838974	0.2870792385
714	0.8487516127	0.286994887
715	0.8487516127	0.2869004835
716	0.8487516127	0.2868141711
717	0.848838974	0.2867498473
718	0.8489263222	0.2866751477
719	0.8490136571	0.28654575
720	0.8491009787	0.28648581
721	0.8491882871	0.2863954255
722	0.8490136571	0.2862840822
723	0.8490136571	0.2862079417
724	0.8491882871	0.2861267726
725	0.8492755822	0.2860573125
726	0.8493628641	0.286008441
727	0.8493628641	0.2859367169
728	0.8493628641	0.2858500939
729	0.8495373881	0.2857810028
730	0.8496246303	0.2857121303
731	0.849799075	0.2856440924
732	0.849799075	0.2855728492
733	0.8497118593	0.2854883147
734	0.8497118593	0.2854095597
735	0.8498862775	0.2853505197
736	0.8498862775	0.2852193761
737	0.8498862775	0.2851630208
738	0.8499734668	0.2851056392
739	0.8498862775	0.284998842
740	0.8500606428	0.2849473014
741	0.8503220917	0.2848660639
742	0.8502349553	0.2848021865
743	0.8502349553	0.2847510896
744	0.8502349553	0.2846650212
745	0.8503220917	0.2846074755
746	0.8504092149	0.2845017818
747	0.8504092149	0.2844365284
748	0.8503220917	0.2843390109
749	0.8503220917	0.284268847
750	0.8503220917	0.2841768272
751	0.8504092149	0.2841358665
752	0.8504963249	0.2840591491
753	0.8505834217	0.2840061811
754	0.8505834217	0.2839439172
755	0.8505834217	0.28389411
756	0.8507575758	0.2838278428
757	0.8506705053	0.283754532
758	0.8507575758	0.2836679934
759	0.8507575758	0.2835775835
760	0.8507575758	0.2834763015
761	0.8507575758	0.2833408449
762	0.850844633	0.2832570116
763	0.8510187079	0.2831982864
764	0.8510187079	0.2831097075
765	0.8510187079	0.2830451643
766	0.85119273	0.2829922033
767	0.8511057255	0.2829059471
768	0.8511057255	0.2828351727
769	0.85119273	0.2827411393
770	0.8513666995	0.282663442
771	0.8513666995	0.282618479
772	0.8513666995	0.2824554487
773	0.8513666995	0.2823771956
774	0.8513666995	0.28232519
775	0.8514536644	0.2822587145
776	0.8514536644	0.2821819328
777	0.8515406162	0.2821215919
778	0.8517144804	0.2820568665
779	0.8516275549	0.2819996095
780	0.8515406162	0.2819311393
781	0.8516275549	0.2818627313
782	0.8518013927	0.2817893003
783	0.8519751778	0.2817191588
784	0.8518013927	0.2816397636
785	0.8518013927	0.2815874175
786	0.8518882918	0.2815189731
787	0.8519751778	0.2814411298
788	0.8520620507	0.2813926117
789	0.8519751778	0.2813247563
790	0.8520620507	0.2812610321
791	0.8520620507	0.2812049671
792	0.8521489104	0.2811389961
793	0.852235757	0.2810649534
794	0.8524094107	0.2810107784
795	0.8524962179	0.280879348
796	0.8524962179	0.2808213707
797	0.8525830119	0.2807614124
798	0.8526697928	0.2806335643
799	0.8525830119	0.2805711927
800	0.8526697928	0.2804917575
801	0.8525830119	0.2804345301
802	0.8526697928	0.280382428
803	0.8525830119	0.2803065751
804	0.8525830119	0.2802157282
805	0.8526697928	0.2801604285
806	0.8526697928	0.2801172744
807	0.8527565605	0.2800387088
808	0.8527565605	0.2799565305
809	0.8527565605	0.2798875026
810	0.8526697928	0.2797920573
811	0.8529300567	0.2796646883
812	0.8529300567	0.2795429833
813	0.8531035004	0.2794398576
814	0.8532768917	0.2793964276
815	0.8533635676	0.2792993509
816	0.8533635676	0.2792318478
817	0.8533635676	0.279169818
818	0.8537101405	0.279109282
819	0.8535368803	0.2790195586
820	0.853623517	0.2789407474
821	0.8539699328	0.2788399183
822	0.8538833484	0.2787395783
823	0.8539699328	0.2786608544
824	0.854056504	0.2785954617
825	0.8539699328	0.2785280261
826	0.8539699328	0.2784100386
827	0.854056504	0.2783560241
828	0.8541430622	0.2781925464
829	0.8543161393	0.278083488
830	0.8541430622	0.2780264518
831	0.8541430622	0.2779427981
832	0.8544026582	0.2778588832
833	0.8544026582	0.2777774323
834	0.8544891641	0.2777059263
835	0.8544891641	0.2776449298
836	0.8546621367	0.2775928515
837	0.8547486034	0.2774914689
838	0.8549214976	0.2774203395
839	0.8549214976	0.2773763512
840	0.8550079251	0.2773326028
841	0.8551807411	0.2772647293
842	0.8550943396	0.2772184402
843	0.8550943396	0.2771429827
844	0.8554398672	0.2770782493
845	0.8556125528	0.2770118186
846	0.8556125528	0.276940282
847	0.8556125528	0.276887464
848	0.8556125528	0.2768088641
849	0.8556988761	0.2767562631
850	0.8557851863	0.2766569091
851	0.8560440389	0.2765849171
852	0.8560440389	0.2765212237
853	0.8559577677	0.2764699043
854	0.8559577677	0.2764152929
855	0.8560440389	0.2763305747
856	0.8562165423	0.2762616046
857	0.8561302971	0.2761960867
858	0.8561302971	0.276101203
859	0.8560440389	0.2760211599
860	0.8561302971	0.2759460109
861	0.8559577677	0.2758762252
862	0.8559577677	0.2758031055
863	0.8558714835	0.2756940171
864	0.8559577677	0.2756322208
865	0.8561302971	0.2755529769
866	0.8563027744	0.2754607192
867	0.8561302971	0.2753823602
868	0.8563027744	0.275296965
869	0.8562165423	0.2751958601
870	0.8562165423	0.2751084596
871	0.8563889936	0.2750428057
872	0.8562165423	0.2749939563
873	0.8564751998	0.2749085527
874	0.8565613929	0.2748367061
875	0.8565613929	0.2747643663
876	0.8563889936	0.2746666641
877	0.8563889936	0.274553153
878	0.8564751998	0.274466095
879	0.8563889936	0.2743729747
880	0.8563889936	0.2742719569
881	0.8565613929	0.2742070411
882	0.8565613929	0.274141139
883	0.8568198945	0.2740758111
884	0.8568198945	0.2739174155
885	0.8568198945	0.2738615613
886	0.8568198945	0.2738041246
887	0.8568198945	0.2737637042
